SubjectID,Age,FootSide,Foot_Length_mm,Foot_Breadth_mm,Ball_Breadth_mm,Heel_Breadth_mm,Toe1_Length_mm,Toe2_Length_mm,Toe3_Length_mm,Toe4_Length_mm,Toe5_Length_mm,Midfoot_Width_mm,Foot_Index_pct,Arch_Index,Heel_Angle_deg,Toe_Angle_deg,Sex
S00204,25,Left,227.1,94.9,84.3,58.7,37.0,32.4,29.1,28.3,25.7,26.6,41.79,0.12,22.8,6.5,0
S00205,21,Left,241.9,97.7,94.6,56.6,34.8,37.9,30.4,31.0,28.9,29.8,40.39,0.12,20.7,10.8,0
S00206,30,Left,280.2,108.1,97.9,63.3,46.7,41.1,38.3,37.1,32.4,31.7,38.58,0.11,16.0,11.9,1
S00207,20,Left,278.5,112.5,98.5,68.9,42.3,39.0,37.4,34.6,33.7,25.4,40.39,0.09,18.9,11.6,1
S00208,19,Left,227.3,104.0,82.5,59.7,38.0,39.3,28.9,28.9,23.7,27.9,45.75,0.12,17.8,7.7,0
S00209,24,Left,252.3,105.7,93.3,64.5,38.9,36.1,34.6,32.9,27.9,30.9,41.89,0.12,25.6,12.1,1
S00210,21,Right,278.8,101.4,90.4,65.8,43.8,42.8,39.5,38.3,29.6,24.3,36.37,0.09,20.8,12.5,1
S00211,29,Left,248.6,106.6,85.7,55.9,37.8,36.8,33.1,28.7,27.2,28.9,42.88,0.12,24.8,8.2,0
S00212,22,Right,255.5,97.4,90.8,58.6,40.1,35.5,34.0,33.4,30.8,30.9,38.12,0.12,14.6,12.2,0
S00213,18,Left,255.8,87.7,88.7,59.3,39.0,39.1,30.7,32.2,30.5,29.4,34.28,0.12,18.5,7.5,0
S00214,31,Left,279.2,105.8,94.4,65.2,43.8,42.5,38.4,34.9,29.0,34.9,37.89,0.12,20.6,11.9,1
S00215,23,Right,268.5,90.7,85.9,55.3,42.4,40.6,37.5,34.3,31.3,28.1,33.78,0.1,21.5,13.7,0
S00216,22,Right,266.7,101.6,89.0,65.3,40.1,43.4,36.2,33.0,30.6,32.9,38.1,0.12,24.8,14.1,1
S00217,21,Right,266.4,99.1,92.5,65.6,44.1,39.6,41.0,29.3,30.0,30.1,37.2,0.11,19.1,11.9,1
S00218,24,Right,262.5,101.7,88.5,66.3,42.8,39.4,39.8,27.5,28.4,31.5,38.74,0.12,22.9,15.1,0
S00219,25,Right,239.8,104.0,85.1,58.8,40.0,35.2,31.1,28.8,27.0,28.1,43.37,0.12,18.9,7.9,0
S00220,33,Right,217.6,91.1,88.1,58.8,35.5,29.9,30.8,26.1,24.0,28.8,41.87,0.13,16.2,7.7,0
S00221,30,Right,249.8,100.7,82.5,61.5,38.0,37.6,34.2,32.1,28.7,26.3,40.31,0.1,20.4,12.9,0
S00222,18,Right,226.4,98.3,84.5,57.6,33.2,34.5,32.2,30.2,27.0,27.5,43.42,0.12,23.9,12.8,0
S00223,23,Right,270.3,109.2,96.0,67.4,47.0,44.0,35.6,34.7,33.8,29.4,40.4,0.11,22.7,14.0,1
S00224,18,Right,270.6,109.3,92.1,72.0,40.5,42.3,38.1,30.3,35.6,30.9,40.39,0.11,19.4,9.2,1
S00225,23,Left,268.5,112.0,100.7,70.1,40.8,39.2,36.9,31.5,29.7,31.0,41.71,0.12,25.3,11.0,1
S00226,31,Right,247.6,100.4,90.4,71.2,39.3,38.8,32.7,31.3,28.2,32.4,40.55,0.13,20.6,11.2,1
S00227,23,Left,225.2,110.5,77.8,60.5,36.0,33.0,31.4,28.7,24.5,27.0,49.07,0.12,23.1,11.3,0
S00228,25,Right,263.7,111.8,81.1,68.2,42.3,35.9,36.4,33.6,30.3,25.7,42.4,0.1,26.1,10.5,1
S00229,29,Left,253.9,95.9,86.5,62.4,41.8,36.9,37.4,32.8,30.8,29.7,37.77,0.12,21.2,9.8,0
S00230,22,Right,244.7,91.1,85.5,65.7,38.5,37.4,35.3,27.1,25.7,31.1,37.23,0.13,17.9,10.8,0
S00231,20,Left,239.7,93.6,73.7,62.7,36.6,34.4,33.8,29.9,25.5,24.9,39.05,0.1,23.9,11.4,0
S00232,37,Left,244.0,100.0,88.0,60.9,39.8,35.9,36.2,27.7,27.1,29.1,40.98,0.12,22.4,8.3,0
S00233,18,Right,246.9,101.7,86.6,64.4,39.3,37.5,33.3,34.7,28.8,26.8,41.19,0.11,25.6,8.5,0
S00234,25,Right,294.3,115.3,89.5,67.0,44.4,43.5,43.4,38.7,34.3,30.6,39.18,0.1,25.8,13.3,1
S00235,27,Left,268.6,106.4,87.0,64.3,42.3,38.9,33.4,35.9,33.1,35.5,39.61,0.13,25.4,11.2,1
S00236,22,Right,257.7,99.8,87.9,65.5,41.1,39.3,34.0,36.4,32.4,29.0,38.73,0.11,21.2,12.7,0
S00237,24,Right,262.1,96.7,97.5,62.2,41.4,39.8,37.9,28.2,30.3,32.7,36.89,0.12,20.3,12.2,1
S00238,18,Left,266.9,109.3,93.3,72.1,45.9,38.9,36.1,33.1,29.3,29.1,40.95,0.11,18.7,14.5,1
S00239,31,Right,257.9,93.0,82.8,56.0,40.9,38.6,32.0,31.4,30.8,30.3,36.06,0.12,21.1,11.2,0
S00240,21,Right,262.1,102.4,92.2,68.0,42.8,33.2,37.5,35.1,26.6,29.1,39.07,0.11,20.6,10.5,1
S00241,26,Left,221.6,88.3,88.5,63.9,35.5,33.5,31.7,26.4,28.5,31.4,39.85,0.14,21.6,9.9,0
S00242,27,Left,252.4,95.4,83.9,58.6,42.5,37.3,37.3,31.4,26.9,27.8,37.8,0.11,17.8,11.0,0
S00243,18,Right,235.2,97.3,92.0,60.6,39.0,37.3,31.9,28.9,26.8,30.3,41.37,0.13,15.8,10.6,0
S00244,24,Left,260.9,108.3,98.2,65.3,43.6,40.0,38.6,31.5,26.0,30.0,41.51,0.12,22.6,12.1,1
S00245,22,Right,247.1,108.5,95.4,60.0,38.6,37.6,31.1,30.0,28.7,28.0,43.91,0.11,17.0,9.0,1
S00246,27,Left,251.4,97.3,85.9,59.4,40.6,40.7,33.7,33.3,26.4,27.2,38.7,0.11,29.8,11.1,0
S00247,28,Right,277.1,115.2,90.5,66.9,47.3,44.8,39.2,33.4,30.8,31.3,41.57,0.11,22.6,9.5,1
S00248,32,Left,254.4,90.4,84.9,59.3,39.9,37.6,32.6,33.4,24.3,30.1,35.53,0.12,19.0,7.7,0
S00249,26,Left,226.3,91.1,85.7,59.3,36.4,33.2,30.2,28.5,26.3,28.0,40.26,0.12,21.2,11.0,0
S00250,18,Right,251.8,94.4,82.1,62.8,39.9,39.3,35.0,31.9,28.9,27.2,37.49,0.11,16.9,7.9,0
S00251,31,Right,258.7,103.8,93.1,60.3,39.9,37.6,35.5,34.4,32.7,31.5,40.12,0.12,22.6,11.0,1
S00252,18,Right,264.9,108.1,97.8,66.1,40.1,41.6,35.8,36.1,24.4,31.4,40.81,0.12,27.8,11.3,1
S00253,23,Right,248.5,103.7,89.5,57.8,39.4,39.3,32.1,29.2,28.3,33.5,41.73,0.14,20.2,12.1,0
S00254,18,Left,275.9,99.6,92.3,57.4,45.2,40.7,37.7,31.3,31.2,34.3,36.1,0.12,21.4,13.3,1
S00255,19,Right,269.1,105.5,92.0,65.7,41.6,38.8,37.7,34.7,26.9,29.2,39.2,0.11,19.9,11.9,1
S00256,18,Left,247.1,97.3,84.7,57.6,41.3,35.9,31.0,27.1,29.7,30.2,39.38,0.12,20.3,9.1,0
S00257,21,Left,232.1,92.4,86.8,59.7,36.3,32.2,28.0,27.1,27.9,29.9,39.81,0.13,19.4,11.5,0
S00258,18,Right,268.1,95.2,89.7,60.9,43.3,38.8,32.2,34.4,32.0,25.9,35.51,0.1,20.0,12.0,0
S00259,22,Left,259.3,92.9,83.1,56.8,43.9,36.9,36.2,31.0,27.5,28.8,35.83,0.11,21.6,9.5,0
S00260,18,Right,265.7,98.9,98.7,65.2,40.5,39.4,34.9,35.7,27.7,28.2,37.22,0.11,15.5,11.9,1
S00261,21,Left,227.9,102.4,85.4,59.8,34.0,35.4,30.3,28.3,25.0,24.2,44.93,0.11,17.6,10.9,0
S00262,24,Right,250.1,99.0,85.5,60.7,39.6,34.7,33.7,29.8,26.2,31.9,39.58,0.13,22.9,6.6,0
S00263,18,Left,265.6,99.4,98.1,66.3,43.3,41.7,36.9,31.8,30.4,29.7,37.42,0.11,22.8,9.5,1
S00264,25,Left,247.0,102.5,79.7,61.2,38.1,35.7,32.2,29.4,32.5,30.7,41.5,0.12,23.3,11.0,0
S00265,18,Left,249.7,101.0,78.3,64.8,36.8,39.3,30.7,34.4,27.8,27.1,40.45,0.11,25.6,7.8,0
S00266,23,Right,245.2,91.2,85.4,53.8,39.6,38.5,30.3,29.7,25.3,26.0,37.19,0.11,13.8,7.6,0
S00267,23,Left,258.8,95.3,88.8,59.3,39.7,37.2,34.1,35.8,28.6,29.0,36.82,0.11,22.6,10.0,0
S00268,31,Right,249.0,93.6,81.6,57.8,39.5,30.6,32.6,29.3,28.5,27.4,37.59,0.11,19.4,13.1,0
S00269,30,Right,280.8,102.7,90.1,73.3,47.9,41.3,36.1,36.2,29.8,32.8,36.57,0.12,20.5,15.3,1
S00270,21,Left,256.4,109.4,98.1,69.0,40.7,38.9,34.8,30.0,26.7,32.4,42.67,0.13,19.3,10.4,1
S00271,29,Left,246.6,99.4,90.1,57.5,41.7,35.1,35.1,32.9,26.9,27.4,40.31,0.11,18.2,10.7,0
S00272,36,Right,247.0,95.1,91.5,55.7,37.3,33.8,34.2,30.9,30.2,29.5,38.5,0.12,18.8,10.0,0
S00273,25,Right,224.9,94.9,82.8,62.1,36.6,33.0,31.3,27.3,23.8,25.2,42.2,0.11,19.0,6.5,0
S00274,21,Left,233.0,95.4,82.9,62.1,38.6,37.1,28.2,27.9,28.1,26.2,40.94,0.11,22.4,12.3,0
S00275,24,Right,227.9,96.0,88.9,55.0,34.5,34.9,33.5,28.9,24.2,27.3,42.12,0.12,19.1,12.4,0
S00276,22,Left,242.3,90.3,83.5,63.0,39.0,40.3,33.3,30.1,26.9,27.7,37.27,0.11,19.8,12.3,0
S00277,25,Left,235.5,93.4,80.6,62.7,34.3,36.2,34.2,28.9,25.8,30.9,39.66,0.13,17.7,11.3,0
S00278,19,Right,250.4,88.4,90.7,57.5,36.4,39.7,30.6,32.7,29.0,29.6,35.3,0.12,18.4,11.0,0
S00279,31,Right,233.2,98.9,87.6,60.2,38.0,35.3,31.1,28.0,28.5,24.0,42.41,0.1,17.8,9.6,0
S00280,28,Left,252.7,93.6,85.9,57.5,41.7,37.3,33.9,30.7,27.7,28.1,37.04,0.11,22.0,9.2,0
S00281,34,Right,262.6,97.2,79.1,64.1,44.0,37.6,37.6,33.2,29.0,31.6,37.01,0.12,18.5,8.6,0
S00282,26,Right,254.8,109.8,90.8,63.5,40.9,34.6,35.7,26.5,25.9,34.2,43.09,0.13,19.9,11.0,1
S00283,32,Left,260.5,107.9,96.4,68.6,42.4,39.7,38.2,31.3,26.8,32.6,41.42,0.12,16.3,13.3,1
S00284,27,Right,285.4,104.7,94.6,68.4,48.0,38.9,40.0,34.9,31.8,33.1,36.69,0.12,18.4,10.0,1
S00285,18,Right,238.4,99.6,84.9,59.3,38.5,34.4,35.3,30.9,24.1,27.5,41.78,0.12,21.7,10.4,0
S00286,26,Left,285.1,108.4,95.8,67.9,46.2,42.5,38.9,31.2,30.5,30.5,38.02,0.11,19.8,10.9,1
S00287,26,Right,279.2,105.2,86.9,67.2,45.2,40.0,36.0,35.6,31.5,31.5,37.68,0.11,22.0,10.9,1
S00288,38,Right,242.9,101.8,84.2,62.5,35.1,40.1,35.6,29.6,22.9,29.6,41.91,0.12,15.7,10.9,0
S00289,27,Right,258.7,106.8,96.2,66.2,40.2,38.4,33.2,34.1,32.3,31.8,41.28,0.12,21.3,13.9,1
S00290,29,Right,263.1,98.9,91.0,58.6,40.8,37.7,35.0,30.7,29.6,29.6,37.59,0.11,24.0,6.5,0
S00291,19,Left,279.7,116.7,96.8,59.3,44.1,41.2,35.1,35.7,26.2,33.2,41.72,0.12,26.3,16.7,1
S00292,18,Right,269.1,114.4,95.0,64.5,43.5,39.2,37.2,34.5,32.2,31.0,42.51,0.12,26.9,13.8,1
S00293,20,Right,271.5,106.7,84.0,61.6,45.2,39.8,36.1,34.6,29.3,28.3,39.3,0.1,22.8,9.9,0
S00294,32,Left,260.4,100.3,88.2,65.7,42.2,38.2,35.8,34.5,27.6,35.7,38.52,0.14,24.3,11.6,1
S00295,23,Left,257.9,110.2,93.4,65.8,41.2,37.9,32.3,33.9,27.9,34.8,42.73,0.14,23.3,7.0,1
S00296,18,Right,241.1,104.9,78.8,55.8,38.4,39.5,32.4,29.6,23.7,30.9,43.51,0.13,22.9,11.6,0
S00297,21,Left,236.5,88.3,86.8,59.3,39.7,37.2,33.6,30.7,19.5,29.9,37.34,0.13,22.6,7.5,0
S00298,25,Left,273.2,101.9,101.2,68.2,42.6,41.5,37.3,30.6,31.9,30.2,37.3,0.11,26.3,11.8,1
S00299,33,Right,250.1,93.6,84.8,55.9,38.6,33.3,34.2,31.1,31.1,29.8,37.43,0.12,18.3,9.6,0
S00300,27,Right,268.8,102.6,94.2,74.9,45.2,42.0,37.4,33.6,24.4,29.6,38.17,0.11,20.6,8.3,1
S00301,18,Left,246.2,104.9,101.3,67.3,38.5,36.7,32.6,31.2,29.7,31.0,42.61,0.13,22.3,13.6,1
S00302,32,Left,242.9,90.3,86.0,57.6,39.0,34.0,32.7,33.6,25.9,28.7,37.18,0.12,19.4,10.3,0
S00303,27,Right,248.1,86.6,82.3,61.8,39.4,39.4,30.1,33.1,26.6,28.0,34.91,0.11,15.3,10.9,0
S00304,18,Right,252.5,103.3,86.1,58.3,41.2,36.4,33.4,28.6,29.6,28.2,40.91,0.11,20.5,7.9,0
S00305,27,Right,235.9,111.0,81.8,58.1,36.3,34.6,34.7,30.9,23.1,31.4,47.05,0.13,22.0,11.0,0
S00306,20,Right,258.9,92.8,90.1,55.0,38.5,40.6,35.2,33.8,28.7,29.0,35.84,0.11,16.0,9.9,0
S00307,33,Right,245.7,91.0,92.7,59.2,39.7,37.5,30.3,30.4,23.8,28.7,37.04,0.12,24.1,8.0,0
S00308,18,Right,224.0,111.2,91.8,64.6,35.2,32.5,31.4,25.3,22.7,31.7,49.64,0.14,23.9,13.3,1
S00309,20,Right,233.3,96.2,79.6,56.8,36.7,35.4,35.2,28.7,22.4,27.4,41.23,0.12,22.0,8.1,0
S00310,18,Left,266.9,106.2,94.9,65.0,44.4,39.4,33.7,31.4,22.7,31.1,39.79,0.12,25.9,9.9,1
S00311,28,Right,275.2,102.6,91.2,69.0,41.3,42.0,36.7,31.8,28.1,29.6,37.28,0.11,20.7,9.6,1
S00312,26,Left,310.5,108.4,92.4,63.8,45.6,43.7,42.5,41.6,36.9,31.5,34.91,0.1,21.0,12.5,1
S00313,21,Left,290.6,104.9,85.8,64.5,48.2,41.4,39.2,34.3,32.5,31.8,36.1,0.11,23.3,9.7,1
S00314,25,Left,248.7,90.0,85.4,56.2,36.9,38.1,35.6,29.7,24.3,24.6,36.19,0.1,25.5,10.2,0
S00315,21,Right,240.6,97.6,81.5,58.0,40.4,36.6,29.5,29.2,27.4,29.3,40.57,0.12,21.9,10.2,0
S00316,24,Left,236.3,95.7,88.3,62.4,35.5,38.1,31.1,28.9,24.3,34.4,40.5,0.15,20.7,8.3,0
S00317,30,Left,279.2,110.7,88.9,66.7,49.3,40.3,35.5,31.2,36.1,31.7,39.65,0.11,19.4,11.6,1
S00318,21,Right,264.9,109.0,97.2,68.4,43.8,39.0,39.3,35.1,28.1,32.6,41.15,0.12,24.2,11.5,1
S00319,22,Left,284.6,103.7,102.0,65.6,43.7,43.0,38.1,40.7,29.5,34.5,36.44,0.12,25.5,11.2,1
S00320,24,Right,296.3,109.8,93.8,64.3,46.2,42.6,41.7,37.3,29.5,30.1,37.06,0.1,24.6,12.7,1
S00321,28,Left,249.6,93.5,86.9,60.5,41.1,36.2,36.2,30.9,29.0,28.2,37.46,0.11,20.2,6.8,0
S00322,19,Right,227.5,95.6,95.6,63.6,35.1,34.8,28.7,26.0,24.9,30.1,42.02,0.13,22.4,11.7,0
S00323,27,Left,225.6,86.5,84.6,54.5,36.5,32.9,33.8,28.5,24.8,25.8,38.34,0.11,16.2,11.4,0
S00324,23,Right,277.5,104.2,99.4,59.9,48.4,37.8,36.5,34.3,30.2,33.0,37.55,0.12,18.8,12.5,1
S00325,21,Right,248.5,99.3,81.3,58.8,42.5,37.8,36.8,31.0,28.4,28.5,39.96,0.12,17.5,11.1,0
S00326,22,Right,254.8,90.4,85.9,59.5,43.9,37.4,32.6,30.8,25.5,28.6,35.48,0.11,25.3,12.5,0
S00327,37,Right,250.8,88.6,89.5,58.3,40.8,36.7,34.8,31.9,27.3,25.3,35.33,0.1,23.3,9.7,0
S00328,27,Right,257.1,95.1,81.5,64.8,39.8,34.2,35.8,29.9,30.3,28.2,36.99,0.11,21.8,12.8,0
S00329,18,Right,263.2,102.6,95.5,59.6,41.8,38.0,36.0,32.2,29.2,30.2,38.98,0.12,23.2,8.6,1
S00330,25,Right,283.7,115.5,90.1,68.3,43.2,43.0,37.0,37.6,31.0,31.1,40.71,0.11,26.9,10.5,1
S00331,29,Left,262.4,100.8,95.3,67.0,42.1,38.2,36.7,34.5,30.1,30.6,38.41,0.12,18.3,8.0,1
S00332,24,Left,247.9,97.4,83.3,60.7,38.1,38.9,32.6,32.7,26.8,29.4,39.29,0.12,18.5,8.0,0
S00333,18,Right,257.3,109.9,99.4,69.2,36.7,38.3,36.0,31.0,28.7,30.0,42.71,0.12,19.4,15.0,1
S00334,26,Left,264.3,106.6,96.1,69.5,44.0,39.5,34.2,34.0,28.6,25.4,40.33,0.1,23.2,10.5,1
S00335,22,Left,270.1,112.0,94.9,67.2,42.2,42.6,35.8,33.3,28.7,31.2,41.47,0.12,26.3,10.2,1
S00336,25,Right,281.1,106.0,84.6,67.1,47.4,42.6,39.1,31.5,29.3,31.8,37.71,0.11,23.2,14.4,1
S00337,24,Left,249.9,91.4,92.4,58.5,40.9,38.0,32.0,30.8,29.9,27.3,36.57,0.11,22.5,9.3,0
S00338,31,Right,242.8,98.1,84.2,57.8,39.4,40.2,32.5,30.3,28.4,27.9,40.4,0.12,23.8,6.8,0
S00339,22,Left,266.3,108.0,98.3,71.3,43.0,35.8,36.1,33.8,27.2,30.5,40.56,0.12,18.2,10.8,1
S00340,30,Right,269.9,100.1,88.0,69.2,44.5,42.9,35.2,34.8,29.1,33.4,37.09,0.12,25.1,12.4,1
S00341,22,Right,281.5,96.7,101.1,70.2,45.6,41.4,38.3,33.4,28.4,32.4,34.35,0.12,21.2,12.7,1
S00342,18,Right,266.6,110.3,96.0,72.4,41.8,41.0,32.9,38.5,31.0,30.4,41.37,0.11,21.2,11.5,1
S00343,36,Right,280.8,103.4,89.9,63.6,44.3,43.8,36.2,36.5,29.1,27.4,36.82,0.1,23.6,15.3,1
S00344,19,Right,274.6,109.0,98.5,71.7,43.8,42.9,36.7,35.8,30.7,31.9,39.69,0.12,23.3,8.8,1
S00345,18,Right,271.2,97.3,94.1,63.6,43.7,40.9,38.4,34.6,29.1,29.5,35.88,0.11,15.0,12.1,1
S00346,31,Left,243.1,98.4,85.3,60.5,33.9,34.0,31.1,30.5,29.2,28.8,40.48,0.12,22.5,11.3,0
S00347,25,Right,251.9,91.2,85.2,58.3,39.7,37.2,35.5,31.1,23.7,27.8,36.2,0.11,21.5,11.5,0
S00348,29,Right,283.3,107.8,96.6,67.4,46.4,40.3,37.9,35.5,31.8,31.6,38.05,0.11,21.6,11.2,1
S00349,43,Right,280.9,106.5,93.6,66.8,46.0,44.8,38.8,34.4,28.2,26.2,37.91,0.09,22.4,9.5,1
S00350,18,Left,224.1,105.5,86.7,60.4,35.3,30.0,32.3,26.1,25.6,30.5,47.08,0.14,21.0,10.9,0
S00351,33,Left,235.5,103.8,80.3,51.7,40.3,32.8,31.6,28.6,28.2,31.9,44.08,0.14,16.1,12.7,0
S00352,33,Right,258.9,94.1,82.1,62.9,43.6,36.2,33.0,32.5,29.8,28.4,36.35,0.11,22.0,8.6,0
S00353,18,Right,239.9,98.1,87.2,61.5,37.2,32.9,32.0,27.8,27.2,30.7,40.89,0.13,20.5,10.0,0
S00354,23,Right,261.4,105.3,93.7,62.6,42.2,38.9,36.2,32.7,33.2,33.3,40.28,0.13,22.1,12.3,1
S00355,35,Right,280.4,106.1,87.7,67.7,45.9,42.9,39.1,33.7,30.4,28.6,37.84,0.1,23.4,15.2,1
S00356,27,Left,253.5,94.9,82.8,56.0,43.1,38.6,33.2,32.7,27.7,28.4,37.44,0.11,21.3,8.5,0
S00357,22,Left,271.5,103.6,93.5,66.7,42.3,39.9,37.6,31.9,29.5,34.9,38.16,0.13,21.8,10.1,1
S00358,18,Right,261.7,93.6,81.5,60.7,39.8,39.6,41.4,34.5,28.6,31.1,35.77,0.12,17.2,8.5,0
S00359,24,Left,246.1,89.3,87.8,60.4,39.3,34.2,31.2,31.2,27.2,29.1,36.29,0.12,20.9,6.1,0
S00360,31,Left,241.4,97.7,81.3,56.8,36.7,39.2,33.7,30.4,24.5,30.2,40.47,0.12,19.7,10.4,0
S00361,19,Left,271.9,104.1,98.3,68.3,42.0,40.8,38.5,32.8,30.2,28.3,38.29,0.1,23.6,11.9,1
S00362,30,Left,244.7,93.6,86.5,57.5,38.6,33.8,33.7,28.0,27.8,27.5,38.25,0.11,10.6,11.6,0
S00363,27,Left,286.2,106.7,90.4,68.5,46.6,40.4,39.7,34.4,33.2,32.0,37.28,0.11,22.7,12.1,1
S00364,18,Right,233.7,92.3,83.9,63.2,35.5,34.0,33.3,28.5,26.6,28.7,39.5,0.12,20.8,9.5,0
S00365,29,Right,226.5,94.2,84.8,61.8,35.1,31.0,31.4,27.5,24.1,27.6,41.59,0.12,20.4,7.8,0
S00366,23,Right,289.6,103.3,87.8,66.4,45.7,40.1,40.6,38.8,29.3,32.9,35.67,0.11,20.2,12.0,1
S00367,24,Right,244.7,105.3,81.6,61.1,38.1,35.6,30.4,32.4,26.4,28.6,43.03,0.12,26.9,11.9,0
S00368,20,Right,224.6,91.3,84.2,62.0,36.2,35.8,28.9,29.2,24.8,30.4,40.65,0.14,18.7,12.1,0
S00369,26,Right,261.8,100.9,85.6,70.1,40.8,40.3,36.1,29.1,27.1,30.3,38.54,0.12,20.0,12.2,1
S00370,27,Right,266.6,104.7,93.1,67.7,42.2,39.6,36.6,33.0,29.0,29.2,39.27,0.11,23.8,11.4,1
S00371,22,Right,276.1,100.2,87.6,67.9,43.9,38.7,39.2,36.1,31.3,33.3,36.29,0.12,21.0,12.6,1
S00372,22,Right,259.2,107.9,100.0,69.2,43.1,37.4,32.4,34.8,32.8,34.1,41.63,0.13,21.0,9.7,1
S00373,18,Left,249.8,105.4,94.6,65.9,40.5,37.5,33.8,29.2,27.4,34.7,42.19,0.14,20.8,14.1,1
S00374,25,Right,239.5,90.2,83.8,59.7,40.1,35.9,34.9,28.5,23.6,31.9,37.66,0.13,21.3,8.5,0
S00375,27,Left,280.0,112.0,94.1,64.4,47.6,39.1,36.5,35.7,31.0,31.5,40.0,0.11,20.9,9.6,1
S00376,21,Right,270.2,109.6,100.5,69.2,43.1,42.6,32.6,30.8,31.2,31.0,40.56,0.12,23.8,12.1,1
S00377,28,Left,235.2,102.9,84.1,55.4,37.9,34.6,28.5,27.3,23.5,27.4,43.75,0.12,18.9,9.4,0
S00378,20,Left,258.7,104.9,90.7,69.8,39.9,38.1,36.9,30.8,29.3,29.1,40.55,0.11,22.7,13.1,1
S00379,24,Right,245.4,94.8,84.5,60.2,42.2,35.0,31.3,30.6,29.2,30.1,38.63,0.12,20.1,9.5,0
S00380,18,Left,273.3,106.7,89.6,67.1,44.9,38.2,39.3,33.2,32.8,29.9,39.04,0.11,18.9,11.1,1
S00381,24,Right,265.3,106.2,95.0,65.4,44.6,37.7,33.1,30.9,31.4,31.9,40.03,0.12,25.9,9.4,1
S00382,38,Right,219.3,94.0,87.9,59.6,35.5,33.2,29.3,28.3,26.7,26.0,42.86,0.12,19.0,14.7,0
S00383,26,Right,244.6,100.1,85.0,61.6,35.1,34.2,34.9,29.2,24.2,30.3,40.92,0.12,20.0,9.2,0
S00384,34,Left,227.6,90.4,89.9,61.6,35.4,35.6,32.9,28.7,23.4,28.2,39.72,0.12,20.9,9.6,0
S00385,30,Right,226.6,91.6,84.1,59.5,36.6,32.2,32.4,27.8,25.2,28.3,40.42,0.12,20.7,13.3,0
S00386,22,Left,262.6,96.9,84.5,60.7,41.2,35.1,33.9,32.5,26.9,28.2,36.9,0.11,21.4,10.3,0
S00387,31,Left,273.5,116.9,99.8,62.6,42.4,38.8,37.9,36.9,30.3,32.0,42.74,0.12,20.0,13.0,1
S00388,22,Left,258.8,108.4,93.0,61.2,44.6,37.5,37.9,34.4,26.4,33.1,41.89,0.13,20.0,8.3,1
S00389,22,Right,249.8,96.7,87.4,59.8,39.1,37.8,36.6,29.9,27.0,29.1,38.71,0.12,22.1,10.7,0
S00390,30,Left,228.9,98.7,83.9,58.7,35.4,33.3,32.9,28.6,23.0,31.1,43.12,0.14,25.2,11.0,0
S00391,30,Right,259.6,99.6,88.5,56.5,42.8,40.5,34.8,34.4,30.4,26.5,38.37,0.1,26.6,8.6,0
S00392,30,Right,264.6,103.0,94.4,62.2,39.7,39.8,34.5,34.8,29.6,32.2,38.93,0.12,26.2,11.4,1
S00393,21,Right,280.5,101.0,90.8,66.3,45.5,41.1,41.0,35.9,31.7,33.1,36.01,0.12,23.2,11.1,1
S00394,23,Right,256.1,96.1,82.7,62.9,41.7,40.7,35.0,29.9,30.6,27.8,37.52,0.11,20.9,10.4,0
S00395,25,Right,268.0,103.1,101.1,59.6,39.2,38.4,35.7,33.9,28.0,31.0,38.47,0.12,21.4,16.0,1
S00396,20,Left,240.2,95.8,85.0,56.8,36.3,33.9,31.5,30.4,24.9,32.5,39.88,0.14,23.1,11.6,0
S00397,24,Left,263.2,94.1,81.5,61.3,43.4,39.5,37.5,32.8,27.7,30.6,35.75,0.12,17.3,7.7,0
S00398,31,Right,269.7,103.0,97.1,63.8,41.7,40.1,36.0,31.3,30.8,29.9,38.19,0.11,19.5,11.7,1
S00399,19,Right,244.6,92.0,81.9,57.9,41.4,34.8,32.6,31.1,25.2,29.5,37.61,0.12,20.7,8.8,0
S00400,23,Left,255.4,95.1,81.1,58.2,37.3,41.4,36.3,30.2,27.5,27.7,37.24,0.11,24.6,7.2,0
S00401,25,Right,268.7,107.8,98.2,61.3,45.6,40.6,36.4,32.1,33.0,32.8,40.12,0.12,23.5,10.5,1
S00402,34,Left,249.5,94.2,89.4,56.1,39.7,36.6,34.2,33.6,27.2,30.5,37.76,0.12,19.6,12.1,0
S00403,29,Right,241.0,93.1,87.4,58.0,37.2,37.7,31.1,31.6,27.6,29.2,38.63,0.12,14.3,13.0,0
S00404,19,Right,219.5,95.2,86.1,64.8,35.3,34.1,30.7,26.5,21.7,29.6,43.37,0.14,15.5,12.6,0
S00405,24,Left,284.3,112.4,96.8,65.9,45.0,42.8,43.1,35.8,32.4,25.9,39.54,0.09,22.8,9.2,1
S00406,22,Left,252.1,95.4,86.5,64.1,41.4,37.7,31.0,29.9,26.9,25.0,37.84,0.1,16.7,9.5,0
S00407,24,Right,276.1,109.5,99.0,72.7,42.9,41.0,36.7,30.4,31.9,32.1,39.66,0.12,20.4,8.8,1
S00408,22,Left,258.9,100.9,89.2,68.3,41.7,38.0,36.7,34.3,25.3,29.8,38.97,0.12,24.5,11.1,1
S00409,20,Left,257.2,98.0,86.2,57.9,39.0,37.2,37.7,33.5,27.2,28.1,38.1,0.11,17.2,6.9,0
